Reason,updated_reason,Slizovskiy_reason
"eval poss internal malformations, anovulvar clefting; poss ct scan *Little's Study? *ICU 3/8",Uncategorized,
Dummy calf,Uncategorized,
Dummy calf,Uncategorized,
"Eval; patella luxation, saw ECC 1/14",Uncategorized,
"Eval; patella luxation, saw ECC 1/14",Uncategorized,
Chronic Sneezing**ICU 3/9/2019,Uncategorized,
"possible prolapsed rectum, hernia",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
"blocked in ureter, azotemia *ICU 3/14",Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Lab work,Uncategorized,
"eval, inappropriate urination",Uncategorized,
"eval, inappropriate urination",Uncategorized,
blocked,Uncategorized,
blocked,Uncategorized,
surgery  *ICU/3-11-19,Uncategorized,
surgery  *ICU/3-11-19,Uncategorized,
can't move hind legs   **ICU: 3/14,Uncategorized,
can't move hind legs   **ICU: 3/14,Uncategorized,
"eval, plueral effusion",Uncategorized,
"eval, plueral effusion",Uncategorized,
"eval, plueral effusion",Uncategorized,
Cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Protein Losing enteropathy (PLE) *ICU 3/14,Uncategorized,
Protein Losing enteropathy (PLE) *ICU 3/14,Uncategorized,
"High WBC, High BON, High cholesterol, low platlet",Uncategorized,
"High WBC, High BON, High cholesterol, low platlet",Uncategorized,
"Eval : inappropriate urination, unresponsive to ANTBX",Uncategorized,
"Eval : inappropriate urination, unresponsive to ANTBX",Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
bad spay,Uncategorized,
bad spay,Uncategorized,
bad spay,Uncategorized,
bad spay,Uncategorized,
bad spay,Uncategorized,
attacked by dog,Uncategorized,
attacked by dog,Uncategorized,
frequent urination,Uncategorized,
Eval for full abdominal explore/partial cystectomy/splenectomy *ICU/3-21-19,Uncategorized,Gastrointestinal_Abdominal Issues
"Elevated kidney values, right nephroliths",Uncategorized,
"Elevated kidney values, right nephroliths",Uncategorized,
"Elevated kidney values, right nephroliths",Uncategorized,
"Elevated kidney values, right nephroliths",Uncategorized,
"Elevated kidney values, right nephroliths",Uncategorized,
resp. distress. coming with oxygen,Uncategorized,
eval ectopic ureter *ICU 3/21,Uncategorized,
eval ectopic ureter *ICU 3/21,Uncategorized,
eval incontinence (Little's Study?) *ICU 3/21,Uncategorized,
eval incontinence (Little's Study?) *ICU 3/21,Uncategorized,
Straining cant urinate **ICU 3.23.19,Uncategorized,
Straining cant urinate **ICU 3.23.19,Uncategorized,
Straining cant urinate **ICU 3.23.19,Uncategorized,
Straining cant urinate **ICU 3.23.19,Uncategorized,
"samples
",Uncategorized,
"samples
",Uncategorized,
"samples
",Uncategorized,
"samples
",Uncategorized,
"samples
",Uncategorized,
Eval : Bacterial dermatitiis: Ears and neck,Uncategorized,
Eval : Bacterial dermatitiis: Ears and neck,Uncategorized,
samples,Uncategorized,
samples,Uncategorized,
samples,Uncategorized,
necropsy,Uncategorized,
unable to nurse,Uncategorized,
unable to nurse,Uncategorized,
MRI,Uncategorized,
MRI,Uncategorized,
D/O for Enucleation *ICU 3/22,Uncategorized,
D/O for Enucleation *ICU 3/22,Uncategorized,
D/O for Enucleation *ICU 3/22,Uncategorized,
D/O for Enucleation *ICU 3/22,Uncategorized,
"eval, blader and kidney stones",Uncategorized,Urinary Issues
"eval, blader and kidney stones",Uncategorized,Urinary Issues
"Eval: syncope episodes
*also seeing SAM after cardio appt",Uncategorized,
"Eval: syncope episodes
*also seeing SAM after cardio appt",Uncategorized,
"Off feed, anemic, preg",Uncategorized,
"Off feed, anemic, preg",Uncategorized,
"Off feed, anemic, preg",Uncategorized,
"Off feed, anemic, preg",Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
Not nursing,Uncategorized,
still unable to walk,Uncategorized,
lab work,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Catheter stuck *ICU/3-26-19,Uncategorized,
Catheter stuck *ICU/3-26-19,Uncategorized,
EUTH,Uncategorized,
May need fluid drained,Uncategorized,
allergies,Uncategorized,
allergies,Uncategorized,
allergies,Uncategorized,
allergies,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
not feeling well *ICU 3/29,Uncategorized,
not feeling well *ICU 3/29,Uncategorized,
Eval : tail amputation *ICU/3-29-19,Uncategorized,
Eval : tail amputation *ICU/3-29-19,Uncategorized,
uterine exam,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
high blood sugar *ICU 4/3,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
Eval: chronic upper respiratory problems,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
medicine scope cultures,Uncategorized,
eval kidney stones,Uncategorized,Urinary Issues
Sub removal and stent placement *ICU/4-1,Uncategorized,
Sub removal and stent placement *ICU/4-1,Uncategorized,
Sub removal and stent placement *ICU/4-1,Uncategorized,
Sub removal and stent placement *ICU/4-1,Uncategorized,
attacked by two large dogs     **ICU: 4/1,Uncategorized,
attacked by two large dogs     **ICU: 4/1,Uncategorized,
attacked by two large dogs     **ICU: 4/1,Uncategorized,
attacked by two large dogs     **ICU: 4/1,Uncategorized,
attacked by two large dogs     **ICU: 4/1,Uncategorized,
high blood sugar,Uncategorized,
high blood sugar,Uncategorized,
high blood sugar,Uncategorized,
high blood sugar,Uncategorized,
high blood sugar,Uncategorized,
Kidney issues,Uncategorized,
Kidney issues,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
trouble urinating *ICU 4/2,Uncategorized,
blockage,Uncategorized,
blockage,Uncategorized,
blockage,Uncategorized,
blockage,Uncategorized,
blockage,Uncategorized,
blockage,Uncategorized,
Down,Uncategorized,
Down,Uncategorized,
Stitch check  *ICU/4/3/19,Uncategorized,
Stitch check  *ICU/4/3/19,Uncategorized,
Cultures,Uncategorized,
Eval : High kidney Values,Uncategorized,
naval hernia,Uncategorized,
naval hernia,Uncategorized,
naval hernia,Uncategorized,
naval hernia,Uncategorized,
Evaluate sore hock,Uncategorized,
Evaluate sore hock,Uncategorized,
Evaluate sore hock,Uncategorized,
Evaluate sore hock,Uncategorized,
Evaluate sore hock,Uncategorized,
chronic allergies,Uncategorized,
"Ultrasound, culture, cytology, vaccines",Uncategorized,
"Ultrasound, culture, cytology, vaccines",Uncategorized,
"Ultrasound, culture, cytology, vaccines",Uncategorized,
DOA - necropsy,Uncategorized,
DOA - necropsy,Uncategorized,
DOA - necropsy,Uncategorized,
DOA - necropsy,Uncategorized,
DOA - necropsy,Uncategorized,
not urinating/defecating,Uncategorized,
not urinating/defecating,Uncategorized,
not urinating/defecating,Uncategorized,
not urinating/defecating,Uncategorized,
REFERRAL: foot     **ICU: 4/15,Uncategorized,
REFERRAL: foot     **ICU: 4/15,Uncategorized,
REFERRAL: foot     **ICU: 4/15,Uncategorized,
REFERRAL: foot     **ICU: 4/15,Uncategorized,
REFERRAL: foot     **ICU: 4/15,Uncategorized,
Trouble breathing,Uncategorized,
Trouble breathing,Uncategorized,
HBC *ICU/4-10-19,Uncategorized,
HBC *ICU/4-10-19,Uncategorized,
"Blood work was off a year ago, has been on steroids and is getting worse *ICU 4/10",Uncategorized,
Necropsy,Uncategorized,
Necropsy,Uncategorized,
"Tying up, cannot open mouth",Uncategorized,
HBC,Uncategorized,
HBC,Uncategorized,
HBC,Uncategorized,
Was in 4/4/19 - got stitches & a few have come out,Uncategorized,
Was in 4/4/19 - got stitches & a few have come out,Uncategorized,
cysto and UA,Uncategorized,
cysto and UA,Uncategorized,
dummy foal,Uncategorized,
dummy foal,Uncategorized,
Weak foal,Uncategorized,
Weak foal,Uncategorized,
Trouble urinating,Uncategorized,
Contracted tendons,Uncategorized,
Contracted tendons,Uncategorized,
Contracted tendons,Uncategorized,
"Possible seizure, Very Rigid *ICU/4/19/19",Uncategorized,
New Eval : Spay Hx of Vonwillabrands DX,Uncategorized,
New Eval : Spay Hx of Vonwillabrands DX,Uncategorized,
Right TECA and LBO     **ICU: 4/18,Uncategorized,HEENT
Right TECA and LBO     **ICU: 4/18,Uncategorized,HEENT
Right TECA and LBO     **ICU: 4/18,Uncategorized,HEENT
Right TECA and LBO     **ICU: 4/18,Uncategorized,HEENT
Spring Vaccines/Coggins/Salmonella,Uncategorized,
Spring Vaccines/Coggins/Salmonella,Uncategorized,
Spring Vaccines/Coggins/Salmonella,Uncategorized,
Spring Vaccines/Coggins/Salmonella,Uncategorized,
Spring Vaccines/Coggins/Salmonella,Uncategorized,
Unstable when walking **ICU 4/20,Uncategorized,
Unstable when walking **ICU 4/20,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
SWL 4/18/19 *ICU 4/23,Uncategorized,
SWL 4/18/19 *ICU 4/23,Uncategorized,
"Eval; abnormal chest rads, w/ cardio consult for poss. HCM",Uncategorized,
"Eval; abnormal chest rads, w/ cardio consult for poss. HCM",Uncategorized,
Unable to urinate,Uncategorized,
Unable to urinate,Uncategorized,
Down Cow,Uncategorized,
Down Cow,Uncategorized,
Down Cow,Uncategorized,
Down Cow,Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
"eval, suspect protein losing enteropathy *ICU 4/25",Uncategorized,
Front Rt. Paw is not healing right post sx.,Uncategorized,
Front Rt. Paw is not healing right post sx.,Uncategorized,
Emergency - FPT,Uncategorized,
Emergency - FPT,Uncategorized,
DKA,Uncategorized,
"eval, limpoma removal sx
*onco client* **ICU 4/27/19",Uncategorized,
"eval, limpoma removal sx
*onco client* **ICU 4/27/19",Uncategorized,
Enlarged kidney Crat - 23 -both ureters blocked w/stones,Uncategorized,Urinary Issues
Enlarged kidney Crat - 23 -both ureters blocked w/stones,Uncategorized,Urinary Issues
Enlarged kidney Crat - 23 -both ureters blocked w/stones,Uncategorized,Urinary Issues
Enlarged kidney Crat - 23 -both ureters blocked w/stones,Uncategorized,Urinary Issues
DOA,Uncategorized,
DOA,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
biliary obstruction     **ICU: 5/1,Uncategorized,
biliary obstruction     **ICU: 5/1,Uncategorized,
biliary obstruction     **ICU: 5/1,Uncategorized,
Hind left paw - had a sore between pads. Has been on antiboitics for many months without success.,Uncategorized,
Cecal torsion,Uncategorized,
Cecal torsion,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
REFERRAL: fluid in abdomen,Uncategorized,
Eval: screw tail amputation,Uncategorized,
Eval: screw tail amputation,Uncategorized,
Eval: screw tail amputation,Uncategorized,
Eval: screw tail amputation,Uncategorized,
Eval: screw tail amputation,Uncategorized,
Eval : increased ALT values,Uncategorized,
Eval : increased ALT values,Uncategorized,
"dermatitis
",Uncategorized,
"dermatitis
",Uncategorized,
"dermatitis
",Uncategorized,
"dermatitis
",Uncategorized,
hyperglycemia   **ICU: 5/1,Uncategorized,
hyperglycemia   **ICU: 5/1,Uncategorized,
hyperglycemia   **ICU: 5/1,Uncategorized,
"Rescue. Stressed, dehydrated",Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Left hock laceration,Uncategorized,
Left hock laceration,Uncategorized,
Trouble breathing,Uncategorized,
Trouble breathing,Uncategorized,
kidney failure,Uncategorized,
kidney failure,Uncategorized,
"Kidney Failure, Chronic IBD, High blood pressure",Uncategorized,
"Kidney Failure, Chronic IBD, High blood pressure",Uncategorized,
septic foal,Uncategorized,
"Not social, hiding",Uncategorized,
"Not social, hiding",Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval wobblers (seen in ECC 5/3),Uncategorized,
Eval wobblers (seen in ECC 5/3),Uncategorized,
Eval wobblers (seen in ECC 5/3),Uncategorized,
Eval wobblers (seen in ECC 5/3),Uncategorized,
Eval wobblers (seen in ECC 5/3),Uncategorized,
not nursing,Uncategorized,
not nursing,Uncategorized,
EPM,Uncategorized,
EPM,Uncategorized,
EPM,Uncategorized,
New Eval IVDD    **ICU: 5/10,Uncategorized,
Eval. Persistent otitis externa AD w/possible deep ear polyp,Uncategorized,
Eval. Persistent otitis externa AD w/possible deep ear polyp,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
injury R front limb,Uncategorized,
Diabetic eval DKA,Uncategorized,
Diabetic eval DKA,Uncategorized,
Dummy foal,Uncategorized,
Emergency - Tying Up,Uncategorized,
"elevated kidney values, onco patient",Uncategorized,
"elevated kidney values, onco patient",Uncategorized,
ectopic ureter,Uncategorized,
descemetocele **ICU 5/10,Uncategorized,
descemetocele **ICU 5/10,Uncategorized,
descemetocele **ICU 5/10,Uncategorized,
descemetocele **ICU 5/10,Uncategorized,
descemetocele **ICU 5/10,Uncategorized,
