Organism,Count,R,S,I,NI,NA_Count,Drug,Dominant_Category
MORAXELLA SP.,22,0,2,1,10,9,Marbofloxacin,NI
SPHINGOBACTERIUM SPIRITIVORUM,1,0,0,0,1,0,Marbofloxacin,NI
NEISSERIA SP.,24,0,3,0,20,1,Marbofloxacin,NI
NEISSERIA ZOODEGMATIS,9,0,2,0,7,0,Marbofloxacin,NI
PSEUDOMONAS ALCALIGENES,4,0,0,0,3,1,Marbofloxacin,NI
AEROMONAS HYDROPHILIA,4,0,1,0,3,0,Marbofloxacin,NI
AEROMONAS SP.,6,0,1,0,3,2,Marbofloxacin,NI
BORDETELLA BRONCHISEPTICA,46,0,2,0,39,5,Marbofloxacin,NI
CHRONOBACTER SAKAZAKII GROUP,1,0,1,0,0,0,Marbofloxacin,S
RAOULTELLA ORNITHINOLYTICA,5,0,2,0,0,3,Marbofloxacin,S
PROVIDENCIA RETTGERI,12,3,6,0,2,1,Marbofloxacin,S
ENTEROCOCCUS FAECIUM,296,10,2,5,267,12,Marbofloxacin,NI
ROTHIA MUCILAGINOSA,3,0,1,0,2,0,Marbofloxacin,NI
ENTEROCOCCUS GALLINARUM,5,0,0,1,3,1,Marbofloxacin,NI
STAPHYLOCOCCUS COAGULASE CULTURE NEGATIVE GROUP,407,30,275,6,7,89,Marbofloxacin,S
ENTEROCOCCUS FAECALIS,612,13,5,21,538,35,Marbofloxacin,NI
SALMONELLA SP. GROUP B,18,0,1,0,0,17,Marbofloxacin,S
SALMONELLA SP. GROUP C2,9,0,0,0,0,9,Marbofloxacin,Tie
SERRATIA MARCESCENS,58,0,48,0,1,9,Marbofloxacin,S
PANTOEA AGGLOMERANS,18,0,12,0,0,6,Marbofloxacin,S
SPHINGOMONAS PAUCIMOBILIS,7,0,0,0,6,1,Marbofloxacin,NI
ACHROMOBACTER XYLO SS DENITRIFICANS,3,0,0,0,2,1,Marbofloxacin,NI
ALPHA STREP NOT SUIS,2,0,0,0,0,2,Marbofloxacin,Tie
ENTEROCOCCUS DURANS,3,0,1,0,2,0,Marbofloxacin,NI
MANNHEIMIA HAEMOLYTICA,18,0,0,0,0,18,Marbofloxacin,Tie
PASTEURELLA SP.,16,0,2,0,12,2,Marbofloxacin,NI
STREPTOCOCCUS NON-HEMOLYTIC,41,1,14,11,3,12,Marbofloxacin,S
SALMONELLA SP. GROUP C1,14,0,0,0,0,14,Marbofloxacin,Tie
BURKHOLDERIA CEPACIA GROUP,2,0,0,0,2,0,Marbofloxacin,NI
ENTEROCOCCUS AVIUM,16,0,0,0,16,0,Marbofloxacin,NI
ENTEROBACTER AEROGENES,33,0,26,0,0,7,Marbofloxacin,S
ENTEROCOCCUS HIRAE,9,0,0,0,8,1,Marbofloxacin,NI
BREVUNDIMONAS VESICULARIS,1,0,0,0,0,1,Marbofloxacin,Tie
SALMONELLA SP. GROUP E1,38,0,0,0,0,38,Marbofloxacin,Tie
STAPHYLOCOCCUS COAGULASE POSITIVE GROUP,8,2,2,2,0,2,Marbofloxacin,Tie
RHODOCOCCUS EQUI,16,0,0,0,0,16,Marbofloxacin,Tie
HAEMOPHILUS SP.,6,0,0,0,4,2,Marbofloxacin,NI
PSEUDOMONAS SP.,16,0,1,0,9,6,Marbofloxacin,NI
KLEBSIELLA PNEUMONIAE SS PNEUMONIAE,1,0,0,0,0,1,Marbofloxacin,Tie
ACINETOBACTERER SP.,32,0,1,0,12,19,Marbofloxacin,NI
STREPTOCOCCUS BETA GROUP - B,16,1,6,5,2,2,Marbofloxacin,S
STREPTOCOCCUS BETA GROUP - C,23,0,11,9,1,2,Marbofloxacin,S
LACTOBACILLUS ACIDOPHILUS,1,0,0,0,1,0,Marbofloxacin,NI
CITROBACTER AMALONATICUS,4,0,1,0,1,2,Marbofloxacin,Tie
AEROMONAS CAVIAE,6,0,1,0,2,3,Marbofloxacin,NI
STREPTOCOCCUS EQUI SSP EQUI,43,0,0,0,0,43,Marbofloxacin,Tie
STREPTOCOCCUS DYS. SS EQUISIMILIS,14,0,3,0,0,11,Marbofloxacin,S
ENTEROBACTER CLOACAE,136,23,64,2,3,44,Marbofloxacin,S
STAPHYLOCOCCUS CHROMOGENES,5,0,1,0,0,4,Marbofloxacin,S
BRANHAMELLA OVIS,1,0,0,0,0,1,Marbofloxacin,Tie
STREPTOCOCCUS SUIS V,1,0,0,0,0,1,Marbofloxacin,Tie
STENOTROPHOMONAS MALTOPHILIA,19,0,1,0,12,6,Marbofloxacin,NI
STAPHYLOCOCCUS SCHLEIFERI SS COAGULANS,9,3,5,0,0,1,Marbofloxacin,S
ACHROMOBACTER SP.,2,0,0,0,0,2,Marbofloxacin,Tie
CITROBACTER FREUNDII,18,0,14,0,2,2,Marbofloxacin,S
ESCHERICHIA COLI- LACTOSE NEG.,1,0,0,0,0,1,Marbofloxacin,Tie
PROVIDENCIA STUARTII,5,2,1,0,0,2,Marbofloxacin,R
ACHROMOBACTER XYLO SS XYLOSOXIDANS,1,0,0,0,1,0,Marbofloxacin,NI
MYROIDES SP.,2,0,0,0,1,1,Marbofloxacin,NI
GRAMNEGATIVE ORGANISM,11,0,1,0,6,4,Marbofloxacin,NI
SALMONELLA SP. GROUP E4,3,0,0,0,0,3,Marbofloxacin,Tie
GRAMPOSITIVE ROD,4,0,0,0,3,1,Marbofloxacin,NI
CRONOBACTER SAKAZAKII GROUP,1,0,1,0,0,0,Marbofloxacin,S
NEISSERIA ANIMALORIS,9,0,0,0,9,0,Marbofloxacin,NI
STREPTOCOCCUS SP. - NON HEMOLYTIC,1,0,1,0,0,0,Marbofloxacin,S
CORYNEBACTERIUM RENALE,1,0,0,0,0,1,Marbofloxacin,Tie
TRUEPERELLA PYOGENES,64,0,0,0,3,61,Marbofloxacin,NI
ESCHERICHIA FERGUSONII,2,0,2,0,0,0,Marbofloxacin,S
PANTOEA SP.,18,0,14,0,1,3,Marbofloxacin,S
STAPHYLOCOCCUS SCHLEIFERI,116,30,68,3,2,13,Marbofloxacin,S
STAPHYLOCOCCUS SP. COAG CULTURE NEGATIVE,1,1,0,0,0,0,Marbofloxacin,R
ENTEROBACTER ASBURIAE,23,0,19,1,0,3,Marbofloxacin,S
PSEUDOMONAS FLUORESCENS,2,0,0,0,2,0,Marbofloxacin,NI
STREPTOCOCCUS BETA HAEMOLYTIC,5,0,1,2,0,2,Marbofloxacin,I
ENTEROBACTER CANCEROGENUS,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS SCHLEIFERI SS SCHLEIFERI,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS HYICUS,5,0,0,0,0,5,Marbofloxacin,Tie
SERRATIA LIQUEFACIENS,2,0,2,0,0,0,Marbofloxacin,S
BIBERSTEINIA TREHALOSI,12,0,0,0,0,12,Marbofloxacin,Tie
STREPTOCOCCUS UBERIS,6,0,0,0,0,6,Marbofloxacin,Tie
"STAPHYLOCOCCUS SCHLEIFERI, COAGULASE POSITIVE",2,0,1,0,0,1,Marbofloxacin,S
CITROBACTER BRAAKII,5,0,4,0,0,1,Marbofloxacin,S
ACTINOBACILLUS SP.,13,0,0,0,0,13,Marbofloxacin,Tie
ENTEROBACTER AMNIGENUS,2,0,2,0,0,0,Marbofloxacin,S
STAPHYLOCOCCUS INTERMEDIUS,10,2,4,0,1,3,Marbofloxacin,S
STAPHYLOCOCCUS SCHLEIFERI - COAG POS,37,7,22,2,0,6,Marbofloxacin,S
STAPHYLOCOCCUS SCHLEIFERI - COAG NEG,58,23,23,1,0,11,Marbofloxacin,Tie
SALMONELLA SP.,81,0,3,0,4,74,Marbofloxacin,NI
COAGULASE NEATIVE STAPHYLOCOCCUS,1,0,1,0,0,0,Marbofloxacin,S
SALMONELLA SP.(POLY A),6,0,0,0,0,6,Marbofloxacin,Tie
RHIZOBIUM RADIOBACTER,3,0,1,0,0,2,Marbofloxacin,S
KLUYVERA ASCORBATA,1,0,1,0,0,0,Marbofloxacin,S
HAFNIA ALVEI,2,0,2,0,0,0,Marbofloxacin,S
STAPHYLOCOCCUS SACCHAROLYTICUS,1,0,1,0,0,0,Marbofloxacin,S
RAOULTELLA PLANTICOLA,1,0,1,0,0,0,Marbofloxacin,S
COMAMONAS TESTOSTERONI,1,0,0,0,0,1,Marbofloxacin,Tie
SERRATIA RUBIDAEA,1,0,0,0,0,1,Marbofloxacin,Tie
CITROBACTER SP.,2,0,2,0,0,0,Marbofloxacin,S
PEDIOCOCCUS SP.,1,0,0,0,1,0,Marbofloxacin,NI
ACTINOMYCES CANIS,20,1,1,0,18,0,Marbofloxacin,NI
GRAMPOSITIVE COCCUS,8,0,2,0,5,1,Marbofloxacin,NI
ROTHIA NASIMURIUM,14,1,0,0,10,3,Marbofloxacin,NI
STAPHYLOCOCCUS WARNERI,1,0,1,0,0,0,Marbofloxacin,S
ACINETOBACTERER LWOFFI,4,0,0,0,3,1,Marbofloxacin,NI
MICROCOCCUS LUTEUS,14,0,0,2,11,1,Marbofloxacin,NI
STREPTOCOCCUS DYS SS DYSGALACTIAE,11,0,4,2,1,4,Marbofloxacin,S
ACTINOBACILLUS UREAE,6,0,0,0,0,6,Marbofloxacin,Tie
ENTEROCOCCUS CANINTESTINI,15,0,0,0,15,0,Marbofloxacin,NI
ENTEROCOCCUS CANIS,4,0,0,0,4,0,Marbofloxacin,NI
HISTOPHILUS SOMNI,7,0,0,0,0,7,Marbofloxacin,Tie
CORYNEBACTERIUM AURISCANIS,72,0,1,0,60,11,Marbofloxacin,NI
BACILLUS CEREUS,20,0,3,0,12,5,Marbofloxacin,NI
STREPTOCOCCUS AGALACTIAE,10,0,4,5,0,1,Marbofloxacin,I
NEISSERIA FLAVESCENS,2,0,0,0,2,0,Marbofloxacin,NI
ESCHERICHIA HERMANNII,3,0,2,0,0,1,Marbofloxacin,S
HAEMOPHILUS HAEMOGLOBINOPHILUS,22,0,0,0,21,1,Marbofloxacin,NI
PASTEURELLA DAGMATIS,22,0,6,0,16,0,Marbofloxacin,NI
ACTINOMYCES SP.,22,2,1,0,15,4,Marbofloxacin,NI
MORAXELLA SPP,2,0,0,0,1,1,Marbofloxacin,NI
PSEUDOMONAS KOREENSIS,2,0,0,0,1,1,Marbofloxacin,NI
STREPTOCOCCUS PNEUMONIAE,10,0,1,2,0,7,Marbofloxacin,I
STREPTOCOCCUS SP.,17,5,4,5,1,2,Marbofloxacin,Tie
SPHINGOMONAS PARAPAUCIMOBILIS,1,0,0,0,1,0,Marbofloxacin,NI
LISTERIA MONOCYTOGENES,2,0,0,0,0,2,Marbofloxacin,Tie
BACILLUS LICHENIFORMIS,7,0,0,0,7,0,Marbofloxacin,NI
AEROMONAS HYDROPHILA SS HYDROPHILA,3,0,3,0,0,0,Marbofloxacin,S
METHYLOBACTERIUM SP.,1,0,0,0,0,1,Marbofloxacin,Tie
AEROMONAS SOBRIA,3,0,1,0,0,2,Marbofloxacin,S
SHEWANELLA PUTREFACIENS,3,0,0,0,2,1,Marbofloxacin,NI
STREPTOCOCCUS DYSGALACTIAE,28,1,8,0,5,14,Marbofloxacin,S
PASTEURELLA STOMATIS,4,0,0,0,4,0,Marbofloxacin,NI
ACINETOBACTERER BAUMANNII,10,0,1,0,3,6,Marbofloxacin,NI
CORYNEBACTERIUM PSEUDOTUBERCULOSIS,10,0,0,0,1,9,Marbofloxacin,NI
GALLIBACTERIUM ANATIS,1,0,0,0,1,0,Marbofloxacin,NI
MORAXELLA BOVIS,2,0,0,0,0,2,Marbofloxacin,Tie
ENTEROBACTER SP.,22,1,17,1,1,2,Marbofloxacin,S
AEROMONAS VERONII,5,0,0,0,3,2,Marbofloxacin,NI
NEISSERIA WEAVERI,8,0,0,0,7,1,Marbofloxacin,NI
STREPTOCOCCUS GP. B,1,0,0,0,1,0,Marbofloxacin,NI
CORYNEBACTERIUM ULCERANS,9,0,1,0,7,1,Marbofloxacin,NI
CORYNEBACTERIUM UREALYTICUM,10,0,0,0,10,0,Marbofloxacin,NI
AEROMONAS HYDROPHILA,2,0,0,0,2,0,Marbofloxacin,NI
CORYNEBACTERIUM AMYCOLATUM,29,4,1,0,21,3,Marbofloxacin,NI
KLEBSIELLA SP.,7,0,6,0,1,0,Marbofloxacin,S
ENTEROBACTER LUDWIGII,10,0,10,0,0,0,Marbofloxacin,S
STREPTOCOCCUS DYSGALACT. SS EQUISIMILIS,1,0,0,0,0,1,Marbofloxacin,Tie
STREPTOCOCCUS GROUP C,1,0,0,0,1,0,Marbofloxacin,NI
BACILLUS SIMPLEX,1,0,1,0,0,0,Marbofloxacin,S
BURKHOLDERIA CEPACIA,2,0,0,0,2,0,Marbofloxacin,NI
PSEUDOMONAS FULVA,5,0,0,0,4,1,Marbofloxacin,NI
STAPHYLOCOCCUS SCHLEIFERI COAG POSITIVE,1,0,1,0,0,0,Marbofloxacin,S
ACTINOBACILLUS ROSSII,7,0,0,0,0,7,Marbofloxacin,Tie
GRAMPOSITIVE ORGANISM,3,0,0,0,2,1,Marbofloxacin,NI
STAPHYLOCOCCUS SCHLEIFERI COAG NEG,1,0,0,0,0,1,Marbofloxacin,Tie
BACILLUS MEGATERIUM,10,0,0,0,7,3,Marbofloxacin,NI
BACILLUS THURINGIENSIS,6,0,0,0,3,3,Marbofloxacin,NI
OCHROBACTRUM INTERMEDIUM,2,0,1,0,1,0,Marbofloxacin,Tie
BERGEYELLA ZOOHELCUM,2,0,0,0,2,0,Marbofloxacin,NI
ROTHIA SP.,6,1,0,1,1,3,Marbofloxacin,Tie
KLEBSIELLA VARIICOLA,16,0,15,0,0,1,Marbofloxacin,S
CITROBACTER SEDLAKII,5,0,0,0,0,5,Marbofloxacin,Tie
BACILLUS PUMILUS,5,0,0,0,3,2,Marbofloxacin,NI
EIKENELLA CORRODENS,3,0,0,0,3,0,Marbofloxacin,NI
MORAXELLA BOVOCULI,5,0,0,0,0,5,Marbofloxacin,Tie
PSEUDOMONAS OTITIDIS,1,0,0,0,0,1,Marbofloxacin,Tie
MANNHEIMIA VARIGENA,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS DELPHINI,11,0,4,0,1,6,Marbofloxacin,S
STREPTOCOCCUS MINOR,5,1,1,2,1,0,Marbofloxacin,I
CORYNEBACTERIUM AURICANIS,2,0,0,0,1,1,Marbofloxacin,NI
CAPNOCYTOPHAGA OCHRACEA,1,0,0,0,1,0,Marbofloxacin,NI
MICROBACTERIUM PARAOXYDANS,2,0,0,0,2,0,Marbofloxacin,NI
AEROCOCCUS VIRIDANS,5,0,0,0,3,2,Marbofloxacin,NI
UNIDENTIFIED,1,0,0,0,0,1,Marbofloxacin,Tie
STREPTOCOCCUS HALICHOERI,10,0,3,1,3,3,Marbofloxacin,Tie
LACTOBACILLUS SP.,2,0,0,0,2,0,Marbofloxacin,NI
CORYNEBACTERIUM BOVIS,3,0,1,0,1,1,Marbofloxacin,Tie
RAOULTELLA TERRIGENA,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS SCHLEIFERI COAGULASE CULTURE NEGATIVE,1,1,0,0,0,0,Marbofloxacin,R
STREPTOCOCCUS GALLOLYTICUS,8,4,0,4,0,0,Marbofloxacin,Tie
ENTEROCOCCUS CASSELIFLAVUS,5,1,0,0,3,1,Marbofloxacin,NI
PROTEUS HAUSERI,17,0,11,0,3,3,Marbofloxacin,S
STAPHYLOCOCCUS AUREUS,144,11,63,1,1,68,Marbofloxacin,S
DELFTIA ACIDOVORANS,2,0,0,0,2,0,Marbofloxacin,NI
SALMONELLA SP. GROUP D,10,0,0,0,1,9,Marbofloxacin,NI
AVIBACTERIUM ENDOCARDITIDIS,1,0,0,0,0,1,Marbofloxacin,Tie
PLURALIBACTER GERGOVIAE,3,0,1,0,2,0,Marbofloxacin,NI
KOCURIA VARIANS,1,0,0,0,0,1,Marbofloxacin,Tie
CHRYSEOBACTERIUM GLEUM,2,0,0,0,1,1,Marbofloxacin,NI
AEROMONAS MEDIA,1,0,0,0,1,0,Marbofloxacin,NI
KOCURIA ROSEA,1,0,0,0,0,1,Marbofloxacin,Tie
ESCHERICHIA VULNERIS,2,0,2,0,0,0,Marbofloxacin,S
SALMONELLA SP. GROUP 18,3,0,0,0,0,3,Marbofloxacin,Tie
PSEUDOMONAS ORYZIHABITANS,2,0,0,0,2,0,Marbofloxacin,NI
ARCANOBACTERIUM CANIS,4,0,0,0,3,1,Marbofloxacin,NI
STREPTOCOCCUS LUTIENSIS,1,0,0,0,0,1,Marbofloxacin,Tie
LACTOBACILLUS SALIVARIUS,1,0,0,0,1,0,Marbofloxacin,NI
CORYNEBACTERIUM DIPTHERIAE,1,0,0,0,1,0,Marbofloxacin,NI
CANIBACTER ORIS,2,0,1,0,1,0,Marbofloxacin,Tie
LACTOBACILLUS JOHNSONII,1,0,0,0,1,0,Marbofloxacin,NI
LACTOBACILLUS REUTERI,2,0,0,0,2,0,Marbofloxacin,NI
MORAXELLA OSLOENSIS,1,0,0,0,1,0,Marbofloxacin,NI
LEUCONOSTOC LACTIS,1,0,0,1,0,0,Marbofloxacin,I
STREPTOCOCCUS LUTETIENSIS,2,1,1,0,0,0,Marbofloxacin,Tie
BACILLUS SUBTILIS,1,0,0,0,1,0,Marbofloxacin,NI
STAPHYLOCOCCUS COAGULASE CULTURE NEGATIVE SP.,1,0,1,0,0,0,Marbofloxacin,S
PAENIBACILLUS HUMICUS,1,0,0,0,1,0,Marbofloxacin,NI
MORAXELLA CANIS,7,0,0,0,6,1,Marbofloxacin,NI
CAPNOCYTOPHAGA SP.,2,0,2,0,0,0,Marbofloxacin,S
BACILLUS MYCOIDES,1,0,0,0,1,0,Marbofloxacin,NI
MORGANELLA MORGANI,2,0,0,0,1,1,Marbofloxacin,NI
PEDIOCOCCUS ACIDILACTICI,1,0,0,0,1,0,Marbofloxacin,NI
WEISELLA SP.,2,0,0,0,1,1,Marbofloxacin,NI
LYSINIBACILLUS SP.,1,0,0,0,1,0,Marbofloxacin,NI
MICROBACTERIUM PARAOXYDAS,1,0,0,0,1,0,Marbofloxacin,NI
STREPTOCOCCUS SP. GP. C,1,0,0,1,0,0,Marbofloxacin,I
ARCANOBACTERIUM SP.,11,0,0,1,7,3,Marbofloxacin,NI
STAPHYLOCOCCUS SCHLEIFERI-COAG CULTURE NEGATIVE,1,1,0,0,0,0,Marbofloxacin,R
STAPHYLOCOCCUS SCHLEIFERI-COAG POSITIVE,1,0,0,0,0,1,Marbofloxacin,Tie
DERMACOCCUS SP.,1,0,0,0,1,0,Marbofloxacin,NI
HAEMOPHILUS HAEMOGLOBINOPHILIS,1,0,0,0,1,0,Marbofloxacin,NI
ENTEROCOCCUS MUNDTII,2,0,0,0,2,0,Marbofloxacin,NI
STREPTOCOCCUS MITIS,2,0,1,0,0,1,Marbofloxacin,S
KOCURIA SP.,1,0,0,0,1,0,Marbofloxacin,NI
LELLIOTTIA AMNIGENA,1,0,0,0,1,0,Marbofloxacin,NI
ACINETOBACTERER JUNII,2,0,0,0,0,2,Marbofloxacin,Tie
KOCURIA KRISTINAE,1,0,0,0,1,0,Marbofloxacin,NI
MACROCOCCUS CASEOLYTICUS,1,0,1,0,0,0,Marbofloxacin,S
PASTEURELLA MAIRII,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS COAG CULTURE NEGATIVE,1,0,1,0,0,0,Marbofloxacin,S
SERRATIA FONTICOLA,2,0,2,0,0,0,Marbofloxacin,S
LEUCONOSTOC SP.,1,0,0,0,1,0,Marbofloxacin,NI
LYSINIBACILLUS FUSIFORMIS,1,0,0,0,1,0,Marbofloxacin,NI
GRAMNEGATIVE COCCI,1,0,0,0,1,0,Marbofloxacin,NI
BREVIBACTERIUM SP.,1,0,0,1,0,0,Marbofloxacin,I
STREPTOCOCCUS ANGINOSUS,1,0,0,1,0,0,Marbofloxacin,I
STREPTOCOCCUS SUIS 2/4/33/34,1,0,0,0,0,1,Marbofloxacin,Tie
PAENIBACILLUS SP.,7,0,1,0,4,2,Marbofloxacin,NI
GRAMPOSITIVE BRANCHING ROD,2,1,0,0,1,0,Marbofloxacin,Tie
CHRYSEOBACTERIUM SP.,2,0,0,0,1,1,Marbofloxacin,NI
ACTINOBACILLUS EQUULI,9,0,0,0,0,9,Marbofloxacin,Tie
STAPHYLOCOCCUS HOMINIS SS HOMINIS,1,0,1,0,0,0,Marbofloxacin,S
TRUEPERELLA BERNARDIAE,3,0,0,0,3,0,Marbofloxacin,NI
CITROBACTER FARMERI,2,0,2,0,0,0,Marbofloxacin,S
ENTEROCOCCUS CANINESTINI,1,0,0,0,1,0,Marbofloxacin,NI
STREPTOCOCCUS DYS. SS DYSGALACTIAE,11,0,3,0,0,8,Marbofloxacin,S
SALMONELLA GROUP - C1,1,0,0,0,0,1,Marbofloxacin,Tie
VIBRIO CHOLERAE,1,0,0,0,0,1,Marbofloxacin,Tie
GEMELLA CUNICULIS,1,0,0,0,0,1,Marbofloxacin,Tie
SALMONELLA GROUP - C2,1,0,0,0,0,1,Marbofloxacin,Tie
PSEUDOMONAS LUTEOLA,1,0,0,0,1,0,Marbofloxacin,NI
STENOTROPHOMONAS SP.,1,0,1,0,0,0,Marbofloxacin,S
STREPTOCOCCUS SUIS,1,0,0,0,0,1,Marbofloxacin,Tie
STREPTOCOCCUS SUIS 16,1,0,0,0,0,1,Marbofloxacin,Tie
AEROMONAS HYDROPHILA/CAVIAE,2,0,0,0,1,1,Marbofloxacin,NI
PROVIDENCIA ALCALIFACIENS,1,0,1,0,0,0,Marbofloxacin,S
STAPHYLOCOCCUS FELIS,32,1,30,0,0,1,Marbofloxacin,S
YOKENELLA REGENSBURGEI,1,0,1,0,0,0,Marbofloxacin,S
KLEBSIELLA AEROGENES,2,0,2,0,0,0,Marbofloxacin,S
GRANULICATELLA ADIACENS,1,0,0,0,0,1,Marbofloxacin,Tie
CORYNEBACTERIUM XEROSIS,1,0,0,0,0,1,Marbofloxacin,Tie
CORYNEBACTERIUM PROPINQUUM,1,0,0,0,1,0,Marbofloxacin,NI
KLEBSIELLA (ENTEROBACTER) AEROGENES,1,0,1,0,0,0,Marbofloxacin,S
CAPNOCYTOPHAGA CYNODEGMI,2,0,0,0,2,0,Marbofloxacin,NI
ALCALIGENES SP.,1,0,0,0,0,1,Marbofloxacin,Tie
ACTINOBACILLUS PLEUROPNEUMONIAE,3,0,0,0,0,3,Marbofloxacin,Tie
ACTINOBACILLUS EQUULI SS HAEMOLYTICUS,1,0,0,0,0,1,Marbofloxacin,Tie
ENTEROBACTER HORMAECHEI,38,4,13,5,1,15,Marbofloxacin,S
ACTINOMYCES HYOVAGINALIS,6,0,0,0,0,6,Marbofloxacin,Tie
AEROMONAS HYDROPHILA COMPLEX,2,0,0,0,1,1,Marbofloxacin,NI
STREPTOCOCCUS SUIS XXXIV,2,0,0,0,0,2,Marbofloxacin,Tie
HAEMOPHILUS HAEMOLYTICUS,1,0,0,0,0,1,Marbofloxacin,Tie
AEROMONAS HYDROPHILA /CAVIAE,1,0,0,0,1,0,Marbofloxacin,NI
ESCHERICHIA COLI - HAEMOLYTIC,1,0,0,0,0,1,Marbofloxacin,Tie
KOSAKONIA COWANII,1,0,0,0,1,0,Marbofloxacin,NI
TRUEPERELLA ABORTISUIS,4,0,1,1,1,1,Marbofloxacin,Tie
ERYSIPELOTHRIX RHUSIOPATHIAE,1,0,0,0,0,1,Marbofloxacin,Tie
OCHROBACTRUM ANTHROPI,1,0,0,0,1,0,Marbofloxacin,NI
CURTOBACTERIUM SP.,1,0,0,0,0,1,Marbofloxacin,Tie
MORAXELLAPLURANIMA,2,0,0,0,0,2,Marbofloxacin,Tie
STREPTOCOCCUS SUIS XIII,1,0,0,0,0,1,Marbofloxacin,Tie
STAPHYLOCOCCUS COAGULASE-CULTURE NEGATIVE,33,2,25,0,0,6,Marbofloxacin,S
NEISSERIA MUCOSA,1,0,0,0,1,0,Marbofloxacin,NI
TRUEPERELLA PYOGENES (ACTINOMYCES/CORYNEBACTERIUM),37,0,0,0,0,37,Marbofloxacin,Tie
STREPTOCOCCUS EQUI SPP ZOOEPIDEMICUS,95,0,1,3,0,91,Marbofloxacin,I
GALLIBACTERIUM ANATIS (PASTEURELLA),1,0,0,0,0,1,Marbofloxacin,Tie
MORAXELLA OVIS,2,0,0,0,0,2,Marbofloxacin,Tie
KLEBSIELLA AEROGENES (ENTEROBACTER),23,0,19,0,0,4,Marbofloxacin,S
STREPTOCOCCUS SP. ALPHA HEMOLYTIC,15,3,2,8,0,2,Marbofloxacin,I
STREPTOCOCCUS PORCINUS,4,0,0,0,0,4,Marbofloxacin,Tie
MORGANELLA MORGANII (PROTEUS),3,0,1,0,1,1,Marbofloxacin,Tie
MORGANELLA MORGANII,1,0,1,0,0,0,Marbofloxacin,S
STREPTOCOCCUS EQUI,5,0,0,0,0,5,Marbofloxacin,Tie
ENTEROCOCUS FAECALIS,1,0,0,0,0,1,Marbofloxacin,Tie
NOCARDIA SP,1,0,0,0,1,0,Marbofloxacin,NI
SALMONELLA SP. GROUP C1/C2,1,0,0,0,0,1,Marbofloxacin,Tie
SALMONELLA SP. GROUP E1/E4,1,0,0,0,0,1,Marbofloxacin,Tie
CORYNEBACTERIUM RESISTENS,2,0,0,0,2,0,Marbofloxacin,NI
SERRATIA SP.,1,0,1,0,0,0,Marbofloxacin,S
ENTEROBACTER BUGANDENSIS,7,1,4,0,0,2,Marbofloxacin,S
SALMONELLA SP. E1,1,0,0,0,0,1,Marbofloxacin,Tie
LACTOBACILLUS MURINUS,1,0,0,0,1,0,Marbofloxacin,NI
BORDETELLA HINZII,1,0,0,0,1,0,Marbofloxacin,NI
RHODOCOCCUS SP.,1,0,0,0,0,1,Marbofloxacin,Tie
BURKHOLDERIA MULTIVORANS,1,0,0,0,0,1,Marbofloxacin,Tie
SALMONELLA GROUP C1,1,0,0,0,0,1,Marbofloxacin,Tie
ACTINOBACILLUS EQUULI SPP EQUULI,2,0,0,0,0,2,Marbofloxacin,Tie
ENTEROBACTER KOBEI,1,0,1,0,0,0,Marbofloxacin,S
STENOTROPHOMONAS MALTOPHILIA (XANTHOMONAS),3,0,0,0,2,1,Marbofloxacin,NI
PANTOEA AGGLOMERANS (ENTEROBACTER),1,0,1,0,0,0,Marbofloxacin,S
BUCHANANELLA HORDEOVULNERIS,2,0,0,0,2,0,Marbofloxacin,NI
ACTINOMYCES BOWDENII,3,0,0,0,3,0,Marbofloxacin,NI
ARCANOBACTERIUM HAEMOLYTICUM,1,0,0,0,0,1,Marbofloxacin,Tie
PSEUDOMONAS ALCALIPHILA,1,0,0,0,1,0,Marbofloxacin,NI
SCHAALIA (ACTINOMYCES) CANIS,1,0,0,0,1,0,Marbofloxacin,NI
STREPTOCOCCUS DIDELPHIS,1,0,1,0,0,0,Marbofloxacin,S
STAPHYLOCOCCUS SIMULANS,2,0,1,0,0,1,Marbofloxacin,S
SCHAALIA HYOVAGINALIS,6,0,0,0,0,6,Marbofloxacin,Tie
SALMONELLA SP.GROUP C,1,0,0,0,0,1,Marbofloxacin,Tie
RHODOCOCCUS HOAGII (RHODOCOCCUS EQUI),2,0,0,0,0,2,Marbofloxacin,Tie
SALMONELLA C1,1,0,0,0,0,1,Marbofloxacin,Tie
SALMONELLA 18,1,0,0,0,0,1,Marbofloxacin,Tie
OLIGELLA URETHRALIS,1,0,0,0,0,1,Marbofloxacin,Tie
BORDETELLA TREMATUM,1,0,0,0,0,1,Marbofloxacin,Tie
CORYNEBACTERIUM MASTITIDIS,1,0,0,0,1,0,Marbofloxacin,NI
AEROMONAS SALMONICIDA,2,0,0,0,1,1,Marbofloxacin,NI
LACTOCOCCUS LACTIS,1,0,0,0,1,0,Marbofloxacin,NI
